Date,Price,Open,High,Low,Vol.,Change %
09/23/2021,74.5,73.5,74.5,73.5,,0.68%
09/22/2021,74,72,74,72,,2.78%
09/21/2021,72,70,72,70,,2.13%
09/20/2021,70.5,73.5,73.5,70.5,0.10K,-4.73%
09/17/2021,74,73.5,74,73.5,,-0.67%
09/16/2021,74.5,72,74.5,72,,2.76%
09/15/2021,72.5,72.5,72.5,72.5,,-1.36%
09/14/2021,73.5,72,73.5,72,,1.38%
09/13/2021,72.5,72,72.5,72,,0.00%
09/10/2021,72.5,70.5,72.5,70.5,,1.40%
09/09/2021,71.5,69.5,71.5,69.5,,1.42%
09/08/2021,70.5,72,72,70.5,,-2.76%
09/07/2021,72.5,72,72.5,72,,-0.68%
09/06/2021,73,70,74,70,0.10K,4.29%
09/03/2021,70,70,70,70,,-1.41%
09/02/2021,71,71,71,71,0.05K,-0.70%
09/01/2021,71.5,69.5,71.5,69.5,0.05K,2.88%
08/31/2021,69.5,69.5,69.5,69.5,,0.72%
08/30/2021,69,69,69,69,,0.73%
08/27/2021,68.5,68.5,68.5,68.5,,0.00%
08/26/2021,68.5,68.5,68.5,68.5,,-0.72%
08/25/2021,69,69,69,69,,0.73%
08/24/2021,68.5,68.5,68.5,68.5,,0.00%
08/23/2021,68.5,68.5,68.5,68.5,,0.74%
08/20/2021,68,68,68,68,,0.00%
08/19/2021,68,70,70,68,,-2.86%
08/18/2021,70,70,70,70,,0.00%
08/17/2021,70,69.5,70,69.5,,1.45%
08/16/2021,69,70,70,69,,-0.72%
08/13/2021,69.5,70,70,69.5,,-0.71%
08/12/2021,70,69.5,70,69.5,,0.72%
08/11/2021,69.5,68.5,71,68.5,0.07K,2.21%
08/10/2021,68,68,68,68,,0.00%
08/09/2021,68,69,69,68,,-0.73%
08/06/2021,68.5,69.5,69.5,68.5,,-0.72%
08/05/2021,69,68,69,68,,2.22%
08/04/2021,67.5,66.5,67.5,66.5,,2.27%
08/03/2021,66,66.5,68.5,66,0.02K,0.00%
08/02/2021,66,67,67,66,0.00K,2.33%
07/30/2021,64.5,65.5,65.5,64.5,,-1.53%
07/29/2021,65.5,65.5,65.5,65.5,,0.77%
07/28/2021,65,65.5,65.5,65,,0.00%
07/27/2021,65,66,66,65,,-1.52%
07/26/2021,66,66,66,66,,0.00%
07/23/2021,66,66,66,66,,0.76%
07/22/2021,65.5,64,65.5,64,,2.34%
07/21/2021,64,62.5,64,62.5,,3.23%
07/20/2021,62,62,62.5,62,0.10K,0.81%
07/19/2021,61.5,63.5,64,61.5,0.10K,-3.15%
07/16/2021,63.5,64,64,63.5,,-0.78%
07/15/2021,64,65.5,65.5,64,0.24K,-2.29%
07/14/2021,65.5,66.5,66.5,65.5,,-0.76%
07/13/2021,66,65.5,66,65.5,,0.76%
07/12/2021,65.5,65.5,65.5,65.5,,0.77%
07/09/2021,65,64.5,65,64.5,0.06K,1.56%
07/08/2021,64,66,66,64,,-2.29%
07/07/2021,65.5,65,65.5,65,,0.77%
07/06/2021,65,66,66,65,0.50K,-1.52%
07/05/2021,66,66,66,66,,0.00%
07/02/2021,66,66,66,66,,0.00%
07/01/2021,66,66,66,66,,0.00%
06/30/2021,66,66,66,66,,0.00%
06/29/2021,66,66,66,66,,-0.75%
06/28/2021,66.5,67.5,67.5,66.5,,0.00%
06/25/2021,66.5,66.5,66.5,66.5,,-0.75%
06/24/2021,67,67.5,67.5,67,,0.00%
06/23/2021,67,67.5,67.5,67,,0.00%
06/22/2021,67,67,67,67,,0.00%
06/21/2021,67,66,67,66,,1.52%
06/18/2021,66,67.5,67.5,66,,-2.22%
06/17/2021,67.5,67.5,67.5,67.5,,0.75%
06/16/2021,67,68,68,67,,-0.74%
06/15/2021,67.5,67,67.5,67,,0.00%
06/14/2021,67.5,67.5,67.5,67.5,,0.75%
06/11/2021,67,66.5,67,66.5,,0.75%
06/10/2021,66.5,67,67,66.5,,0.00%
06/09/2021,66.5,67,67,66.5,,-0.75%
06/08/2021,67,67,67,67,,0.75%
06/07/2021,66.5,67,67,66.5,,0.76%
06/04/2021,66,67,67,66,,-1.49%
06/03/2021,67,67,67,67,,0.75%
06/02/2021,66.5,66.5,66.5,66.5,,-0.75%
06/01/2021,67,65.5,67,65.5,,0.75%
05/31/2021,66.5,66.5,66.5,66.5,,0.76%
05/28/2021,66,65,66.5,65,,-0.75%
05/27/2021,66.5,66.5,66.5,66.5,,0.76%
05/26/2021,66,66.5,66.5,66,,-5.04%
05/25/2021,69.5,69,69.5,66.5,2.02K,1.46%
05/21/2021,68.5,68.5,68.5,68.5,0.02K,4.58%
05/20/2021,65.5,66,66,65.5,,-4.38%
05/19/2021,68.5,68.5,68.5,68.5,,-0.72%
