Date,Price,Open,High,Low,Vol.,Change %
05/18/2021,69,69.5,69.5,69,0.02K,-0.72%
05/17/2021,69.5,71,71,69.5,0.04K,-1.42%
05/14/2021,70.5,69,72.5,69,0.04K,2.17%
05/13/2021,69,68.5,69,68.5,,0.00%
05/12/2021,69,68.5,69,68.5,0.21K,0.73%
05/11/2021,68.5,70.5,70.5,68,0.01K,-2.84%
05/10/2021,70.5,71,71,70.5,,0.00%
05/07/2021,70.5,69,70.5,69,,2.92%
05/06/2021,68.5,69,69,68.5,,0.00%
05/05/2021,68.5,67,68.5,67,,2.24%
05/04/2021,67,69.5,69.5,67,,-2.90%
05/03/2021,69,68.5,69,68.5,,0.73%
04/30/2021,68.5,68.5,68.5,68.5,,0.00%
04/29/2021,68.5,69.5,69.5,68.5,,-0.72%
04/28/2021,69,69.5,69.5,69,,-0.72%
04/27/2021,69.5,70,70,69.5,,-0.71%
04/26/2021,70,70,70,70,,0.72%
04/23/2021,69.5,69.5,69.5,69.5,,0.00%
04/22/2021,69.5,69,69.5,69,,0.72%
04/21/2021,69,68.5,69,68.5,,-0.72%
04/20/2021,69.5,70.5,70.5,69.5,,-3.47%
04/19/2021,72,72,72,72,,1.41%
04/16/2021,71,68.5,71,68.5,,3.65%
04/15/2021,68.5,68,68.5,68,,0.74%
04/14/2021,68,68,68,68,,-0.73%
04/13/2021,68.5,68,68.5,68,,0.00%
04/12/2021,68.5,71.5,71.5,68.5,0.36K,-0.72%
04/09/2021,69,69,69,69,,0.73%
04/08/2021,68.5,68.5,68.5,68.5,,-0.72%
04/07/2021,69,69,69,69,,-4.83%
04/06/2021,72.5,69,72.5,69,0.26K,5.07%
04/01/2021,69,68.5,69.5,68.5,0.01K,0.00%
03/31/2021,69,69,69,69,,-0.72%
03/30/2021,69.5,67.5,69.5,67.5,,2.96%
03/29/2021,67.5,70,70,67.5,0.00K,-3.57%
03/26/2021,70,66.5,70,66.5,0.04K,6.06%
03/25/2021,66,66.5,66.5,66,,0.00%
03/24/2021,66,66.5,66.5,66,,-1.49%
03/23/2021,67,66.5,67,66.5,,0.00%
03/22/2021,67,67.5,67.5,67,,0.00%
03/19/2021,67,69,69,67,,-1.47%
03/18/2021,68,66.5,68,66.5,,2.26%
03/17/2021,66.5,66.5,66.5,66,0.02K,0.76%
03/16/2021,66,66,66,66,,0.00%
03/15/2021,66,66.5,66.5,66,,0.00%
03/12/2021,66,67,67,66,,-1.49%
03/11/2021,67,66.5,67,66.5,,0.75%
03/10/2021,66.5,66,66.5,66,0.10K,0.76%
03/09/2021,66,66,66,66,,0.76%
03/08/2021,65.5,63,65.5,63,,3.15%
03/05/2021,63.5,64.5,66.5,63.5,0.03K,-1.55%
03/04/2021,64.5,65,65,64.5,,-0.77%
03/03/2021,65,63.5,65,63.5,,1.56%
03/02/2021,64,64,65,64,0.12K,0.00%
03/01/2021,64,64,64,64,,2.40%
02/26/2021,62.5,64,64,62.5,,-2.34%
02/25/2021,64,64,64,64,,0.00%
02/24/2021,64,63.5,64,63.5,,0.79%
02/23/2021,63.5,64.5,64.5,63.5,,-1.55%
02/22/2021,64.5,67.5,67.5,64,0.10K,0.00%
02/19/2021,64.5,63.5,64.5,63.5,,1.57%
02/18/2021,63.5,64,65,63.5,0.40K,-0.78%
02/17/2021,64,64,64,64,,0.00%
02/16/2021,64,64.5,64.5,64,0.04K,-1.54%
02/15/2021,65,65.5,65.5,65,0.15K,0.00%
02/12/2021,65,65,65,65,,0.00%
02/11/2021,65,65.5,65.5,65,,0.00%
02/10/2021,65,64,65,64,,1.56%
02/09/2021,64,65,65,64,0.10K,-2.29%
02/08/2021,65.5,68.5,68.5,65,0.19K,1.55%
02/05/2021,64.5,66.5,66.5,64.5,,-1.53%
02/04/2021,65.5,66.5,68,65.5,0.15K,-0.76%
02/03/2021,66,65.5,66,65.5,,2.33%
02/02/2021,64.5,64,64.5,64,,1.57%
02/01/2021,63.5,62.5,63.5,62.5,,0.79%
01/29/2021,63,63.5,63.5,63,,-0.79%
01/28/2021,63.5,63.5,64,63.5,0.00K,0.79%
01/27/2021,63,64,64,63,,-1.56%
01/26/2021,64,63,64,63,,1.59%
01/25/2021,63,68,68,63,0.01K,-6.67%
01/22/2021,67.5,60.5,67.5,60.5,0.13K,12.50%
01/21/2021,60,60,60,60,,0.84%
01/20/2021,59.5,59.5,59.5,59.5,0.02K,1.71%
01/19/2021,58.5,58.5,58.5,58.5,,0.00%
01/18/2021,58.5,58.5,58.5,58.5,,0.00%
01/15/2021,58.5,60,60,58.5,,-1.68%
01/14/2021,59.5,60,60,59.5,,-0.83%
01/13/2021,60,61,61,60,,-1.64%
01/12/2021,61,60.5,61,60.5,,1.67%
01/11/2021,60,60.5,60.5,60,,-0.83%
01/08/2021,60.5,61,61,60.5,0.03K,0.83%
01/07/2021,60,60,60.5,60,0.10K,2.56%
01/06/2021,58.5,60,61,58.5,0.03K,2.63%
01/05/2021,57,57.5,57.5,57,,-0.87%
01/04/2021,57.5,57.5,57.5,57.5,,0.00%
12/30/2020,57.5,57.5,57.5,57.5,,-1.71%
12/29/2020,58.5,58.5,58.5,58.5,,1.74%
12/28/2020,57.5,57.5,57.5,57.5,,2.68%
12/23/2020,56,56,56,56,,1.82%
12/22/2020,55,55.5,56,55,0.03K,-0.90%
12/21/2020,55.5,57.5,57.5,55.5,,-3.48%
12/18/2020,57.5,57,60,57,0.08K,1.77%
12/17/2020,56.5,56.5,56.5,56.5,,1.80%
12/16/2020,55.5,56,56,55.5,,0.00%
12/15/2020,55.5,55,55.5,55,,0.91%
12/14/2020,55,55,56.5,55,0.16K,0.92%
12/11/2020,54.5,55.5,55.5,54.5,,-2.68%
12/10/2020,56,56,56,56,,0.90%
12/09/2020,55.5,56,56,55.5,,0.00%
12/08/2020,55.5,55,57.5,55,0.22K,1.83%
12/07/2020,54.5,55.5,55.5,54.5,,0.00%
12/04/2020,54.5,55,55,54.5,,0.00%
12/03/2020,54.5,55.5,55.5,54.5,0.05K,-0.91%
12/02/2020,55,55.5,55.5,55,,0.00%
12/01/2020,55,55,55,55,,-4.35%
11/30/2020,57.5,55,57.5,55,0.16K,5.50%
11/27/2020,54.5,54.5,55,54.5,0.01K,-0.91%
11/26/2020,55,55,55,55,,-4.35%
11/25/2020,57.5,57.5,57.5,57.5,0.02K,5.50%
11/24/2020,54.5,54.5,57.5,54.5,0.01K,-5.22%
11/23/2020,57.5,55,57.5,54.5,0.27K,8.49%
11/20/2020,53,54,54,53,,-5.36%
11/19/2020,56,56.5,57,53.5,0.26K,3.70%
11/18/2020,54,54.5,54.5,54,,0.00%
11/17/2020,54,60,60,54,0.15K,-13.60%
11/16/2020,62.5,60,63.5,60,0.22K,4.17%
11/13/2020,60,60,60,60,,0.00%
11/12/2020,60,61,61,60,0.01K,-3.23%
11/11/2020,62,60.5,62.5,60.5,5.90K,0.00%
11/10/2020,62,59.5,62,59.5,0.05K,10.71%
11/09/2020,56,56,56,56,,-2.61%
11/06/2020,57.5,56.5,57.5,56.5,,3.60%
11/05/2020,55.5,55.5,55.5,55.5,,1.83%
11/04/2020,54.5,54.5,54.5,54.5,,1.87%
11/03/2020,53.5,53.5,53.5,53.5,,2.88%
11/02/2020,52,52,52,52,0.02K,-2.80%
10/30/2020,53.5,52,53.5,52,,0.00%
10/29/2020,53.5,51.5,53.5,51.5,0.31K,0.00%
10/28/2020,53.5,56.5,56.5,53.5,0.10K,-5.31%
10/27/2020,56.5,56.5,59,56.5,0.02K,-2.59%
10/26/2020,58,56.5,58,56.5,,-0.85%
10/23/2020,58.5,56.5,58.5,56.5,,0.86%
10/22/2020,58,57,58,57,0.12K,-4.92%
10/21/2020,61,57,61,57,0.02K,3.39%
10/20/2020,59,56.5,59,56.5,,0.85%
10/19/2020,58.5,57,58.5,57,0.01K,0.00%
10/16/2020,58.5,56.5,58.5,56.5,0.05K,0.86%
10/15/2020,58,57.5,58,57.5,2.93K,1.75%
10/14/2020,57,57,57,57,,-3.39%
10/13/2020,59,57.5,59,57.5,,-0.84%
10/12/2020,59.5,57,59.5,57,0.14K,0.85%
10/09/2020,59,57,59,57,,1.72%
10/08/2020,58,56,58,56,,0.87%
10/07/2020,57.5,56,57.5,56,,4.55%
10/06/2020,55,55,55,55,,-3.51%
10/05/2020,57,54,57,53.5,0.28K,0.88%
10/02/2020,56.5,55,56.5,55,0.06K,-1.74%
10/01/2020,57.5,58,58,57.5,0.54K,-3.36%
09/30/2020,59.5,56.5,59.5,56.5,8.15K,2.59%
09/29/2020,58,57,58,57,0.05K,-1.69%
09/28/2020,59,50.5,59,50.5,8.06K,6.31%
09/25/2020,55.5,56,57,55.5,0.07K,0.00%
09/24/2020,55.5,55.5,55.5,55.5,,-0.89%
09/23/2020,56,56,56,56,,-2.61%
09/22/2020,57.5,56,57.5,56,0.01K,2.68%
09/21/2020,56,58,58,56,0.87K,-3.45%
09/18/2020,58,59,59,58,0.35K,-0.85%
09/17/2020,58.5,58.5,58.5,58.5,0.40K,0.00%
09/16/2020,58.5,58,59.5,58,0.02K,1.74%
09/15/2020,57.5,57.5,57.5,57.5,,0.00%
09/14/2020,57.5,58.5,58.5,57.5,,-0.86%
09/11/2020,58,58,58,58,,-0.85%
09/10/2020,58.5,58.5,58.5,58.5,0.25K,0.86%
09/09/2020,58,57,58,57,,1.75%
09/08/2020,57,58,58,57,,0.00%
09/07/2020,57,57,57,57,,0.88%
09/04/2020,56.5,58,58,56.5,0.13K,-4.24%
09/03/2020,59,59,59,59,,0.85%
09/02/2020,58.5,57.5,58.5,57.5,0.03K,2.63%
09/01/2020,57,57,57,57,,-0.87%
08/31/2020,57.5,58.5,58.5,57.5,,-1.71%
08/28/2020,58.5,59,59,58.5,0.03K,-0.85%
08/27/2020,59,59.5,59.5,59,,0.00%
08/26/2020,59,58.5,59,58.5,,0.00%
08/25/2020,59,59.5,59.5,59,,0.00%
08/24/2020,59,57.5,59.5,57.5,0.73K,3.51%
08/21/2020,57,57.5,59,57,0.04K,0.00%
08/20/2020,57,58,58,57,0.02K,-1.72%
08/19/2020,58,57.5,59,57.5,0.02K,0.87%
08/18/2020,57.5,57.5,57.5,57.5,,0.00%
08/17/2020,57.5,57.5,57.5,57.5,,0.00%
08/14/2020,57.5,58,58,57.5,,-0.86%
08/13/2020,58,58.5,58.5,58,,0.00%
08/12/2020,58,58,58,58,,0.87%
08/11/2020,57.5,57.5,58,57.5,0.23K,0.88%
08/10/2020,57,57.5,57.5,57,0.02K,-0.87%
08/07/2020,57.5,56.5,57.5,56.5,,2.68%
08/06/2020,56,57,58.5,56,0.02K,1.82%
08/05/2020,55,54.5,55.5,54.5,0.51K,0.00%
08/04/2020,55,55.5,55.5,55,0.05K,0.92%
08/03/2020,54.5,53.5,54.5,53.5,,0.93%
07/31/2020,54,54,54,54,,0.00%
07/30/2020,54,56.5,56.5,54,,-3.57%
07/29/2020,56,56.5,56.5,56,,0.90%
07/28/2020,55.5,56,56,55.5,,-0.89%
07/27/2020,56,55,56,55,0.03K,0.90%
07/24/2020,55.5,57,57,55.5,,-1.77%
07/23/2020,56.5,57,57,56.5,0.01K,-0.88%
07/22/2020,57,57,57,57,,-0.87%
07/21/2020,57.5,56.5,57.5,56.5,,2.68%
07/20/2020,56,55.5,56,55.5,,1.82%
07/17/2020,55,55,55,55,0.10K,0.00%
07/16/2020,55,55,55,55,,0.00%
07/15/2020,55,54.5,56.5,54.5,0.92K,1.85%
07/14/2020,54,53.5,54,53.5,0.11K,0.93%
07/13/2020,53.5,55,55,53.5,0.11K,0.94%
07/10/2020,53,52.5,53,52.5,,0.95%
07/09/2020,52.5,52.5,52.5,52.5,,0.00%
07/08/2020,52.5,53.5,53.5,52.5,,-1.87%
07/07/2020,53.5,53.5,53.5,53.5,,0.94%
07/06/2020,53,53.5,53.5,53,0.06K,0.95%
07/03/2020,52.5,52.5,52.5,52.5,0.05K,0.00%
07/02/2020,52.5,51.5,53,51.5,0.43K,1.94%
07/01/2020,51.5,52,52,51.5,0.03K,0.98%
06/30/2020,51,51.5,51.5,51,,0.00%
06/29/2020,51,50.5,51,50.5,,0.99%
06/26/2020,50.5,50.5,50.5,50.5,,-0.98%
06/25/2020,51,50,51,50,0.01K,2.41%
06/24/2020,49.8,51.5,51.5,49.8,0.02K,-2.35%
06/23/2020,51,51,51,51,,-0.97%
06/22/2020,51.5,51.5,51.5,51.5,,0.98%
06/19/2020,51,51,51,51,,0.99%
06/18/2020,50.5,50.5,50.5,50.5,,0.00%
06/17/2020,50.5,50,50.5,50,,-0.98%
06/16/2020,51,49.6,51,49.6,0.00K,6.25%
06/15/2020,48,47.2,48,47.2,,-2.44%
06/12/2020,49.2,49,49.2,49,,-1.60%
06/11/2020,50,51,51,50,0.01K,-5.66%
06/10/2020,53,53,53,53,0.07K,0.00%
06/09/2020,53,53.5,53.5,52.5,1.83K,-2.75%
06/08/2020,54.5,55,55,54.5,0.03K,3.81%
06/05/2020,52.5,52.5,52.5,52.5,,0.96%
06/04/2020,52,52.5,52.5,52,0.22K,-0.95%
06/03/2020,52.5,51,52.5,51,0.14K,5.00%
06/02/2020,50,50,51.5,50,1.76K,2.46%
05/29/2020,48.8,48.8,48.8,48.8,,-0.81%
05/28/2020,49.2,49.6,49.6,49,0.02K,0.82%
05/27/2020,48.8,50,50,48.8,0.41K,-0.41%
05/26/2020,49,49,49,49,0.01K,5.60%
05/25/2020,46.4,46.4,46.4,46.4,,-0.43%
05/22/2020,46.6,46,46.6,46,0.01K,-0.43%
05/21/2020,46.8,45.8,46.8,45.8,,0.43%
05/20/2020,46.6,46,46.6,46,,0.00%
05/19/2020,46.6,45.4,46.6,45.4,0.15K,3.56%
05/18/2020,45,42.8,45,42.8,0.03K,5.14%
05/15/2020,42.8,41.8,42.8,41.8,,0.94%
05/14/2020,42.4,42.4,42.4,42.4,,-2.75%
05/13/2020,43.6,43.6,43.6,43.6,,-0.46%
05/12/2020,43.8,43.8,43.8,43.8,,0.00%
05/11/2020,43.8,44.8,44.8,43.8,0.07K,-1.35%
05/08/2020,44.4,41.8,44.4,41.8,0.16K,7.25%
05/07/2020,41.4,41,41.4,41,,0.00%
05/06/2020,41.4,41.4,41.4,41.4,0.01K,-0.96%
05/05/2020,41.8,41.6,41.8,41.6,0.08K,4.50%
05/04/2020,40,43,43,40,0.00K,-5.66%
04/30/2020,42.4,43.6,44.2,42.4,0.03K,-2.30%
04/29/2020,43.4,42.8,43.4,42.8,0.01K,3.33%
04/28/2020,42,40.6,42,40.6,0.09K,4.48%
04/27/2020,40.2,40.2,40.2,40.2,0.05K,0.00%
04/24/2020,40.2,39,40.2,39,0.08K,1.01%
04/23/2020,39.8,39.2,39.8,39.2,,1.53%
04/22/2020,39.2,38.4,39.2,38.4,,0.51%
04/21/2020,39,40,40,39,1.05K,-2.50%
04/20/2020,40,41,41,39.6,0.66K,-0.99%
04/17/2020,40.4,39,40.4,39,0.16K,5.21%
04/16/2020,38.4,39.6,39.6,38.4,,-3.03%
04/15/2020,39.6,41.4,41.4,38.8,0.41K,-2.94%
04/14/2020,40.8,42.2,42.2,40.8,1.22K,2.51%
04/09/2020,39.8,42,42,39.8,0.08K,-0.50%
04/08/2020,40,41.4,41.4,40,,-4.76%
04/07/2020,42,42.4,42.8,42,0.13K,4.48%
04/06/2020,40.2,40.4,40.4,40.2,0.31K,5.24%
04/03/2020,38.2,38,38.2,38,0.02K,1.06%
04/02/2020,37.8,36.8,37.8,36.8,0.40K,1.07%
04/01/2020,37.4,37,37.4,37,0.02K,-3.11%
03/31/2020,38.6,38.2,38.6,38.2,0.04K,3.76%
03/30/2020,37.2,36.6,37.2,36.6,0.15K,1.09%
03/27/2020,36.8,37.8,37.8,36.8,0.12K,-3.66%
03/26/2020,38.2,38.4,38.4,38.2,0.21K,3.24%
03/25/2020,37,40,40,37,0.40K,-0.54%
03/24/2020,37.2,35,37.8,35,0.14K,17.72%
03/23/2020,31.6,33.6,33.6,31.6,0.09K,-4.82%
03/20/2020,33.2,30.6,33.2,30.6,1.58K,6.41%
03/19/2020,31.2,32,32,31.2,0.02K,2.63%
03/18/2020,30.4,32.6,32.6,30.4,0.46K,-6.75%
03/17/2020,32.6,32.4,32.6,31.6,0.06K,2.52%
03/16/2020,31.8,31.8,31.8,31.8,0.26K,-10.67%
03/13/2020,35.6,35.6,35.6,35,0.71K,-4.81%
03/12/2020,37.4,39,39,37.4,0.30K,-4.10%
03/11/2020,39,40.4,40.6,39,0.10K,-2.50%
03/10/2020,40,40,40,40,,3.63%
03/09/2020,38.6,38.6,38.6,38.6,,-12.27%
03/06/2020,44,44.8,44.8,44,0.05K,-3.93%
03/05/2020,45.8,45.8,45.8,45.8,,0.00%
03/04/2020,45.8,45.8,45.8,45.8,,-1.72%
03/03/2020,46.6,45.6,46.6,45.6,0.00K,1.75%
03/02/2020,45.8,45.6,45.8,45.6,0.52K,-1.29%
02/28/2020,46.4,45.4,46.4,45.4,0.50K,-2.93%
02/27/2020,47.8,48.4,48.4,47.8,0.03K,-3.24%
02/26/2020,49.4,49.4,49.4,49.4,,-2.18%
02/25/2020,50.5,50.5,50.5,50.5,,-0.98%
02/24/2020,51,51,51,51,,-2.86%
02/21/2020,52.5,53,53,52.5,0.01K,-1.87%
02/20/2020,53.5,53.5,53.5,53.5,0.10K,0.00%
02/19/2020,53.5,53.5,53.5,53.5,,0.94%
02/18/2020,53,53,53,53,0.13K,-0.93%
02/17/2020,53.5,53,53.5,53,0.02K,1.90%
02/14/2020,52.5,53.5,53.5,52.5,0.00K,-3.67%
02/13/2020,54.5,54.5,54.5,54.5,,0.00%
02/12/2020,54.5,54.5,54.5,54.5,0.05K,0.93%
02/11/2020,54,54,54,54,,0.00%
02/10/2020,54,54,54,54,,0.00%
02/07/2020,54,54,54,54,,0.93%
02/06/2020,53.5,54.5,54.5,53.5,,-5.31%
02/05/2020,56.5,55.5,56.5,55.5,0.19K,1.80%
02/04/2020,55.5,55.5,55.5,55.5,,0.00%
02/03/2020,55.5,55.5,55.5,55.5,0.02K,-1.77%
01/31/2020,56.5,56.5,56.5,56.5,,-0.88%
01/30/2020,57,57,57,57,,-0.87%
01/29/2020,57.5,57.5,57.5,57.5,0.05K,0.00%
01/28/2020,57.5,57.5,57.5,57.5,0.12K,0.88%
01/27/2020,57,57,57,57,0.02K,-2.56%
01/24/2020,58.5,57.5,58.5,57.5,0.03K,0.86%
01/23/2020,58,58,58,58,0.34K,-1.69%
01/22/2020,59,58.5,59,58.5,0.12K,0.85%
01/21/2020,58.5,58.5,58.5,58.5,0.05K,0.00%
01/20/2020,58.5,58.5,58.5,58.5,,0.86%
01/17/2020,58,58,58,58,,0.87%
01/16/2020,57.5,57.5,57.5,57.5,,-0.86%
01/15/2020,58,58,58,58,,0.87%
01/14/2020,57.5,57.5,57.5,57.5,,-0.86%
01/13/2020,58,58,58,58,,-1.69%
01/10/2020,59,59,59,59,,0.00%
01/09/2020,59,58.5,59,58.5,0.00K,1.72%
01/08/2020,58,58,58,58,0.19K,0.00%
01/07/2020,58,58,58,58,,0.87%
01/06/2020,57.5,57.5,57.5,57.5,,-2.54%
01/03/2020,59,59,59,59,,1.72%
01/02/2020,58,58,58,58,,-1.69%
12/30/2019,59,59,59,59,,0.00%
12/27/2019,59,58.5,59,58.5,0.04K,0.85%
12/23/2019,58.5,59,59,58.5,,0.00%
12/20/2019,58.5,58.5,58.5,58.5,,0.00%
12/19/2019,58.5,58.5,58.5,58.5,0.00K,0.86%
12/18/2019,58,59,59,58,0.01K,-3.33%
12/17/2019,60,60,60,60,,2.56%
12/16/2019,58.5,58.5,58.5,58.5,,0.00%
12/13/2019,58.5,59,59,58.5,0.23K,-0.85%
12/12/2019,59,58.5,59,58,0.17K,2.61%
12/11/2019,57.5,57.5,57.5,57.5,,0.88%
12/10/2019,57,58,58,57,0.02K,-2.56%
12/09/2019,58.5,57.5,58.5,57.5,0.03K,0.86%
12/06/2019,58,58,58,58,,-1.69%
12/05/2019,59,59,59,59,,0.85%
12/04/2019,58.5,58.5,58.5,58.5,,0.86%
12/03/2019,58,58,58,58,0.85K,-0.85%
12/02/2019,58.5,58.5,58.5,58.5,,0.00%
11/29/2019,58.5,58.5,58.5,58.5,,0.00%
11/28/2019,58.5,58.5,58.5,58.5,,-0.85%
11/27/2019,59,59,59,59,0.10K,1.72%
11/26/2019,58,58,58,58,0.05K,0.87%
11/25/2019,57.5,57.5,57.5,57.5,,0.88%
11/22/2019,57,57,57,57,,-0.87%
11/21/2019,57.5,57.5,57.5,57.5,,1.77%
11/20/2019,56.5,56.5,56.5,56.5,,-1.74%
11/19/2019,57.5,57,57.5,57,0.00K,0.00%
11/18/2019,57.5,57.5,57.5,57.5,,0.00%
11/15/2019,57.5,57.5,57.5,57.5,,0.88%
11/14/2019,57,57,57,57,,0.00%
11/13/2019,57,57,57,57,,0.88%
11/12/2019,56.5,56.5,56.5,56.5,,0.89%
11/11/2019,56,56,56,56,,-0.88%
11/08/2019,56.5,56,57,56,0.08K,-0.88%
11/07/2019,57,54.5,57,54.5,0.32K,6.54%
11/06/2019,53.5,54,54,53.5,,-0.93%
11/05/2019,54,53,54,53,0.03K,2.86%
11/04/2019,52.5,52.5,52.5,52.5,,1.94%
11/01/2019,51.5,51.5,51.5,51.5,,-1.90%
10/31/2019,52.5,52.5,52.5,52.5,,0.00%
10/30/2019,52.5,52.5,52.5,52.5,,0.00%
10/29/2019,52.5,52.5,52.5,52.5,0.07K,0.00%
10/28/2019,52.5,52,52.5,52,,0.96%
10/25/2019,52,52,52,52,0.05K,0.00%
10/24/2019,52,52,52,52,0.03K,2.97%
10/23/2019,50.5,50.5,50.5,50.5,,-1.94%
10/22/2019,51.5,51,52,51,0.08K,3.41%
10/21/2019,49.8,49.8,49.8,49.8,,0.81%
10/18/2019,49.4,49.4,49.4,49.4,,-0.80%
10/17/2019,49.8,50,50.5,49.8,0.73K,0.00%
10/16/2019,49.8,49.8,49.8,49.8,,0.81%
10/15/2019,49.4,49.4,49.4,49.4,,0.41%
10/14/2019,49.2,49.2,49.2,49.2,,1.65%
10/11/2019,48.4,48.4,48.4,48.4,,1.26%
10/10/2019,47.8,47.8,47.8,47.8,,0.84%
10/09/2019,47.4,47.4,47.4,47.4,,-1.25%
10/08/2019,48,48,48,48,,0.84%
10/07/2019,47.6,47.6,47.6,47.6,,0.85%
10/04/2019,47.2,47.2,47.2,47.2,,-1.67%
10/02/2019,48,48.2,48.2,48,0.10K,-2.44%
10/01/2019,49.2,49.2,49.2,49.2,,1.23%
09/30/2019,48.6,48.6,48.6,48.6,0.21K,0.41%
09/27/2019,48.4,47.8,48.4,47.8,0.15K,0.41%
09/26/2019,48.2,47.6,48.2,47.6,0.01K,2.12%
09/25/2019,47.2,47.2,47.2,47.2,,-1.26%
09/24/2019,47.8,48,48.4,47.8,0.23K,-2.05%
09/23/2019,48.8,48.8,48.8,48.8,,0.83%
09/20/2019,48.4,48.4,48.4,48.4,,1.68%
09/19/2019,47.6,47.6,47.6,47.6,,-1.24%
09/18/2019,48.2,48.2,48.2,48.2,,0.00%
09/17/2019,48.2,48.2,48.2,48.2,,-0.82%
09/16/2019,48.6,48,48.6,48,0.01K,0.41%
09/13/2019,48.4,48,48.4,48,,0.00%
09/12/2019,48.4,48.4,48.4,48.4,0.08K,1.68%
09/11/2019,47.6,47.6,47.6,47.6,,1.71%
09/10/2019,46.8,46.8,46.8,46.8,,1.74%
09/09/2019,46,46,46,46,,0.88%
09/06/2019,45.6,45.6,45.6,45.6,,0.88%
09/05/2019,45.2,45.2,45.2,45.2,,1.35%
09/04/2019,44.6,44.6,44.6,44.6,,-0.89%
09/03/2019,45,45,45,45,,0.45%
09/02/2019,44.8,45.2,45.2,44.8,0.01K,-1.32%
08/30/2019,45.4,44.6,45.4,44.6,0.01K,0.44%
08/29/2019,45.2,44,45.2,44,0.02K,2.26%
08/28/2019,44.2,44.2,44.2,44.2,,0.45%
08/27/2019,44,44,44,44,,0.46%
08/26/2019,43.8,43.8,43.8,43.8,,-0.90%
08/23/2019,44.2,44.2,44.2,44.2,,0.00%
08/22/2019,44.2,44.2,44.2,44.2,,0.00%
08/21/2019,44.2,43.2,44.2,43.2,,0.00%
08/20/2019,44.2,43.2,44.2,43.2,0.50K,0.91%
08/19/2019,43.8,43.2,43.8,43,0.08K,3.30%
08/16/2019,42.4,42.4,42.4,42.4,,0.47%
08/15/2019,42.2,43,43,42.2,,-4.09%
08/14/2019,44,44,44,44,,1.85%
08/13/2019,43.2,44,44,43.2,0.20K,-1.82%
08/12/2019,44,44.2,44.2,44,0.03K,-1.79%
08/09/2019,44.8,44.8,44.8,44.8,,0.90%
08/08/2019,44.4,44.4,44.4,44.4,,-1.33%
08/07/2019,45,44.4,45,44.4,0.00K,0.45%
08/06/2019,44.8,44.8,44.8,44.8,,0.45%
